Name,Draft Year,Height w/o Shoes,Height w/shoes,Weight,Wingspan,Reach,Body Fat,Hand Length,Hand Width,No Step Vert,No Step Vert Reach,Max Vert,Max Vert Reach,Bench,Agility,Sprint,Rank,Drafted
Myck Kabongo ,2013,"6' 1.25""","6' 2.75""",180,"6' 6.25""","8' 2""",6,8.25,9,27.5,"10' 5.5""",33.5,"10' 11.5""",2,10.64,3.34,NA,No
Jon Dunn ,2012,"6' 1""","6' 2""",191,"6' 6.25""","8' 2""",9.6,8.88,0,32,"10' 10""",36,"11' 2""",16,12.2,3.23,NA,No
C.J. Watson ,2006,"6' 1""","6' 2""",176,"6' 6.25""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Marcus Hatten ,2003,"6' 0.75""","6' 1.75""",163,"6' 6.25""","8' 2""",4,0,0,29.5,"10' 7.5""",37.5,"11' 3.5""",7,11.5,3.15,32,No
Carl Krauser ,2006,"6' 0.25""","6' 1.25""",181,"6' 6.25""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Carl Krauser ,2006,"5' 11.75""","6' 0.75""",190,"6' 6.25""","8' 1""",8,0,0,26,"10' 3""",31,"10' 8""",8,11.62,3.38,64,No
D.J. Hogg ,2013,"6' 7""",NA,191,"6' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Terrance Mann ,2013,"6' 5""",NA,188,"6' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jordan Tucker ,2014,"6' 5""",NA,196,"6' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Luke Kennard ,2014,"6' 4.75""",NA,189,"6' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Luke Kennard ,2015,"6' 4.75""","6' 5""",187,"6' 5""","8' 2.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Luke Kennard ,2014,"6' 4.5""","6' 5.5""",192,"6' 5""","8' 3.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Stefon Jackson ,2009,"6' 4""","6' 5.25""",177,"6' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Allonzo Trier ,2013,"6' 4""",NA,185,"6' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Trey Johnson ,2007,"6' 3.75""","6' 5.75""",216,"6' 5""","8' 2""",5.4,0,0,26.5,"10' 4.5""",35,"11' 1""",18,11.78,3.31,25,No
Chaisson Allen ,2011,"6' 3.75""",NA,193,"6' 5""","8' 2.5""",NA,0,0,30,"10' 8.5""",NA,NA,NA,11.09,3.32,NA,No
J.J. Mann ,2014,"6' 3.75""",NA,218,"6' 5""","8' 1.5""",NA,0,0,27,"10' 4.5""",NA,NA,NA,11.81,3.38,NA,No
Jimmy Baron ,2009,"6' 3.5""","6' 4.75""",193,"6' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Julian Lewis ,2010,"6' 3.5""",NA,186,"6' 5""","8' 0.5""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gary Neal ,2007,"6' 3.5""","6' 4.5""",200,"6' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Cameron Ayers ,2015,"6' 3.5""","6' 4.75""",213,"6' 5""","8' 2""",NA,0,0,27,"10' 5""",32.5,"10' 10.5""",NA,12.6,3.33,NA,No
Tito Maddox ,2002,"6' 3""","6' 4.25""",200,"6' 5""","8' 3""",NA,0,0,27,"10' 6""",32.5,"10' 11.5""",,12.2,3.24,61,37
Jeremy Lin ,2010,"6' 3""",NA,201,"6' 5""","8' 2""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Amir Coffey ,2013,"6' 3""","6' 4""",168,"6' 5""","8' 5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Bruce Brown ,2014,"6' 3""",NA,187,"6' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Stephen Holt ,2015,"6' 3""","6' 4.25""",204,"6' 5""","8' 2""",NA,0,0,29.5,"10' 7.5""",36.5,"11' 2.5""",NA,10.9,3.22,NA,No
Keshawn Saunders ,2015,"6' 3""",NA,176,"6' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Marcus Thornton ,2009,"6' 2.75""","6' 3.75""",194,"6' 5""","8' 3""",4.8,0,0,31,"10' 10""",33,"11' 0""",14,10.73,3.28,NA,43
Mustafa Shakur ,2006,"6' 2.5""","6' 3.25""",183,"6' 5""","8' 1""",4.6,0,0,31,"10' 8""",34.5,"10' 11.5""",10,11.75,3.28,43,No
Dominique Kirk ,2008,"6' 2.5""","6' 3.75""",180,"6' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Nurideen Lindsay ,2013,"6' 2.5""","6' 4""",180,"6' 5""","8' 1""",4.8,7.75,9.5,0,NA,0,NA,,0,0,NA,No
Malik Newman ,2015,"6' 2.5""","6' 4""",179,"6' 5""","8' 3""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
DaVonte Lacy ,2015,"6' 2.5""",NA,207,"6' 5""","8' 1""",NA,0,0,32.5,"10' 9.5""",NA,NA,NA,5.64,3.23,NA,No
Marcus Denmon ,2012,"6' 2.25""","6' 3.25""",188,"6' 5""","7' 10.5""",6.6,8.25,9.75,33.5,"10' 8""",40,"11' 2.5""",8,10.82,3.19,NA,59
Nemanja Gordic ,2009,"6' 2.25""","6' 3.75""",194,"6' 5""","8' 3""",NA,0,0,24,"10' 3""",32,"10' 11""",NA,NA,3.67,NA,No
D'Angelo Harrison ,2010,"6' 2""",NA,189,"6' 5""","8' 1""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cedrick McAfee ,2010,"6' 2""",NA,176,"6' 5""","7' 11""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quentin Goodin ,2013,"6' 2""","6' 3""",167,"6' 5""","8' 2""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Nikola Ivanovic ,2013,"6' 2""","6' 3""",188,"6' 5""","8' 2""",NA,0,0,24.5,"10' 2.5""",28,"10' 6""",NA,11.58,3.16,NA,No
Kenneth Williams ,2013,"6' 2""",NA,159,"6' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Curtis Stinson ,2006,"6' 1.75""","6' 2.75""",208,"6' 5""","8' 1.5""",6,0,0,28,"10' 5.5""",31.5,"10' 9""",17,10.95,3.27,17,No
Nikola Ivanovic ,2012,"6' 1.75""","6' 2.5""",185,"6' 5""","8' 1""",NA,0,0,23.5,"10' 0.5""",28.5,"10' 5.5""",NA,11.58,3.43,NA,No
Aubrey Coleman ,2010,"6' 1.5""",NA,198,"6' 5""","8' 0.25""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Ramel Bradley ,2008,"6' 1.25""","6' 2.25""",184,"6' 5""","8' 2""",5.7,0,0,24.5,"10' 2.5""",29.5,"10' 7.5""",9,10.68,3.24,NA,No
Donald Sloan ,2010,"6' 1""",NA,206,"6' 5""","8' 1.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jamal Branch ,2010,"6' 1""",NA,161,"6' 5""","8' 0""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shannon Scott ,2010,"6' 1""",NA,179,"6' 5""","7' 11.5""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lamar Butler ,2006,"6' 1""","6' 2""",164,"6' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Tyler Brown ,2013,"6' 1""",NA,170,"6' 5""","8' 1""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Bryant Crawford ,2012,"6' 1""","6' 2""",171,"6' 5""","8' 2""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Malik Monk ,2012,"6' 1""","6' 2""",159,"6' 5""","8' 2""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Bryant Crawford ,2013,"6' 1""","6' 2.5""",182,"6' 5""","8' 2.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
James Robinson ,2013,"6' 1""","6' 3""",208,"6' 5""","8' 2""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,21
Jalen Adams ,2013,"6' 1""",NA,181,"6' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Joseph Young ,2015,"6' 0.75""","6' 2""",182,"6' 5""","7' 10.5""",4.1,8.25,7.5,34.5,"10' 9""",40.5,"11' 3""",NA,10.74,3.25,NA,No
Chris Quinn ,2006,"6' 0.5""","6' 1.5""",175,"6' 5""","7' 10""",5.9,0,0,32,"10' 6""",37,"10' 11""",7,11.25,3.25,35,No
Jeremy Pargo ,2008,"6' 0.5""","6' 1.5""",208,"6' 5""","8' 0""",7.6,0,0,32,"10' 8""",37,"11' 1""",7,10.65,3.07,NA,No
Troy Bell ,2003,"6' 0.25""","6' 2""",178,"6' 5""","8' 1.5""",5.3,0,0,34.5,"11' 0""",41,"11' 6.5""",17,10.89,3.06,1,16
Ryan Harrow ,2015,"6' 0.25""",NA,164,"6' 5""","8' 1.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Tyus Jones ,2015,"6' 0.25""","6' 2""",185,"6' 5""","8' 1""",6.5,8.25,8.75,26.5,"10' 3.5""",32.5,"10' 9.5""",NA,11.89,3.32,NA,No
Marquis Rankin ,2010,"6' 0""",NA,161,"6' 5""","7' 11""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eric Davis ,2013,"6' 0""","6' 1""",165,"6' 5""","8' 1.25""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Keith Appling ,2014,"6' 0""","6' 1""",182,"6' 5""","8' 0""",5.5,9,10,NA,NA,NA,NA,NA,NA,NA,NA,No
Karl Cochran ,2015,"5' 11""",NA,172,"6' 5""","7' 11""",NA,0,0,34,"10' 9""",NA,NA,NA,6.07,3.13,NA,No
D.J. Cooper ,2013,"5' 10.25""",NA,173,"6' 5""","7' 11.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Tu Holloway ,2011,"5' 10""","5' 10.5""",183,"6' 5""",NA,7.4,9.75,0,28,NA,34.5,NA,NA,8.88,4.12,NA,No
Eric Davis ,2012,"0' 0""","6' 0""",169,"6' 5""","0' 0""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Nick Johnson ,2009,NA,"6' 3""",185,"6' 5""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42
Daniel Bejarano ,2009,NA,"6' 3.5""",204,"6' 5""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CJ Fair ,2009,NA,"6' 7""",196,"6' 5""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29
Nick Johnson ,2009,NA,"6' 3""",185,"6' 5""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42
Trevor Lacey ,2009,NA,"6' 1.5""",187,"6' 5""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evan Smotrycz ,2009,NA,"6' 9""",212,"6' 5""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bakari Turner ,2009,NA,"6' 3.5""",177,"6' 5""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ralston Turner ,2009,NA,"6' 5.5""",193,"6' 5""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Bejarano ,2009,NA,"6' 3.5""",204,"6' 5""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trevor Lacey ,2009,NA,"6' 1.5""",187,"6' 5""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ralston Turner ,2009,NA,"6' 5.5""",193,"6' 5""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Bouldin ,2009,NA,"6' 5""",224,"6' 5""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CJ Fair ,2009,NA,"6' 7""",196,"6' 5""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29
Casey Prather ,2009,NA,"6' 5""",189,"6' 5""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evan Smotrycz ,2009,NA,"6' 9""",212,"6' 5""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Carter Williams ,2010,NA,"6' 5""",175,"6' 5""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
Jelon Hornbeak ,2010,NA,"6' 2""",170,"6' 5""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L.J. Rose ,2010,NA,"6' 3""",181,"6' 5""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terry Whisnant ,2010,NA,"6' 3""",172,"6' 5""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jimmer Fredette ,2010,NA,"6' 2.5""",196,"6' 5""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
Terry Whisnant ,2010,NA,"6' 3""",172,"6' 5""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tu Holloway ,2011,NA,"5' 11""",185,"6' 5""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No
Scoop Jardine ,2011,NA,"6' 3""",200,"6' 5""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L.J. Rose ,2011,NA,"6' 3""",181,"6' 5""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Katin Reinhardt ,2011,NA,"6' 5""",193,"6' 5""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tu Holloway ,2011,NA,"5' 11""",185,"6' 5""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No
Scoop Jardine ,2011,NA,"6' 3""",200,"6' 5""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tauras Jogela ,2012,NA,"6' 7""",198,"6' 5""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kasey Hill ,2012,NA,"6' 1""",176,"6' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Tyler Ennis ,2012,NA,"6' 2""",180,"6' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,18
Duane Wilson ,2012,NA,"6' 2""",168,"6' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Xavier Rathan Mayes,2012,NA,"6' 2.5""",202,"6' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Kameron Williams ,2012,NA,"6' 3""",161,"6' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Trey Burke ,2012,NA,"6' 0""",185,"6' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,9
Kasey Hill ,2012,NA,"6' 1""",176,"6' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Tyler Ennis ,2012,NA,"6' 2""",180,"6' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,18
Duane Wilson ,2012,NA,"6' 2""",168,"6' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Xavier Rathan Mayes ,2012,NA,"6' 2.5""",202,"6' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Kameron Williams ,2012,NA,"6' 3""",161,"6' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
D.J. Cooper ,2012,NA,"5' 11""",171,"6' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Trey Burke ,2012,NA,"6' 0""",185,"6' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,9
Chasson Randle ,2012,NA,"6' 1.5""",172,"6' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Brandon Young ,2012,NA,"6' 3.5""",199,"6' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Travis Bader ,2013,NA,"6' 5.5""",184,"6' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jared Terrell ,2013,NA,"6' 3""",219,"6' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Khadeen Carrington ,2013,NA,"6' 2.5""",177,"6' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Olivier Hanlan ,2013,NA,"6' 3.5""",182,"6' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Malik Newman ,2013,NA,"6' 3""",174,"6' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Khadeen Carrington ,2013,NA,"6' 2.5""",177,"6' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Malik Newman ,2013,NA,"6' 3""",174,"6' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jared Terrell ,2013,NA,"6' 3""",219,"6' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Olivier Hanlan ,2013,NA,"6' 3.5""",182,"6' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Kobi Simmons ,2013,NA,"6' 4""",160,"6' 5""","8' 4""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Kevaughn Allen ,2014,NA,"6' 2.5""",176,"6' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
King McClure ,2014,NA,"6' 3""",205,"6' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Levan Alston ,2014,NA,"6' 3""",155,"6' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Marcus Foster ,2014,NA,"6' 2.5""",213,"6' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
James Woodard ,2014,NA,"6' 3""",184,"6' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
D.J. Newbill ,2014,NA,"6' 5""",215,"6' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Marcus Foster ,2014,NA,"6' 2.5""",213,"6' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Cassius Winston ,2014,NA,"6' 2""",173,"6' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Kevaughn Allen ,2014,NA,"6' 2.5""",176,"6' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Levan Alston ,2014,NA,"6' 3""",155,"6' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Trey Lowe ,2014,NA,"6' 5""",153,"6' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
King McLure ,2014,NA,"6' 3""",205,"6' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Mickey Mitchell ,2014,NA,"6' 7.5""",210,"6' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Austin Grandstaff ,2014,NA,"6' 3.5""",194,"6' 5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Andreja Milutinovic ,2011,"6' 5.56""","6' 6.74""",198,"6' 5.95""","8' 5.18""",5.8,0,0,21.3,"10' 2.48""",32.8,"11' 1.98""",NA,NA,3.12,NA,No
David Jelinek ,2010,"6' 4.38""","6' 5.56""",194,"6' 5.95""","8' 4.79""",NA,0,0,24.4,"10' 5.19""",34.6,"11' 3.39""",NA,NA,NA,NA,No
David Jelinek ,2011,"6' 3.98""","6' 5.17""",194,"6' 5.95""","8' 2.43""",7.1,0,0,24.6,"10' 3.03""",33.6,"11' 0.03""",NA,NA,3.42,NA,No
Roberto Rullo ,2010,"6' 3.59""","6' 4.77""",211,"6' 5.95""","8' 3.61""",NA,0,0,24.8,"10' 4.41""",36.2,"11' 3.81""",NA,NA,NA,NA,No
Antoine Diot ,2011,"6' 2.80""","6' 3.98""",189,"6' 5.95""","8' 0.85""",9.1,0,0,23.4,"10' 0.25""",32,"10' 8.85""",NA,NA,3.31,NA,No
Abdoulaye Mbaye ,2010,"6' 0.83""","6' 2.41""",212,"6' 5.95""","8' 2.03""",NA,0,0,30.3,"10' 8.33""",34.6,"11' 0.63""",NA,NA,NA,NA,No
Daniel Diez ,2012,"6' 6.75""","6' 8""",204,"6' 5.75""","8' 5""",NA,0,0,26.5,"10' 7.5""",31,"11' 0""",NA,10.67,3.46,NA,No
David Teague ,2007,"6' 4.5""","6' 5.5""",191,"6' 5.75""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Brendan Winters ,2006,"6' 4""","6' 5""",206,"6' 5.75""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Joe Crawford ,2008,"6' 4""","6' 5""",218,"6' 5.75""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,58
Chris McCray ,2006,"6' 3""","6' 4""",187,"6' 5.75""","8' 0.5""",9.6,0,0,30.5,"10' 7""",39,"11' 3.5""",1,11.46,3.34,61,No
Joe Crawford ,2008,"6' 3""","6' 4""",213,"6' 5.75""","8' 3.5""",7.6,0,0,31,"10' 10.5""",36,"11' 3.5""",13,11.67,3.22,NA,58
Jobey Thomas ,2002,"6' 2.75""","6' 4.25""",183,"6' 5.75""","8' 3.5""",NA,0,0,26,"10' 5.5""",32,"10' 11.5""",13,11.46,3.3,37,No
Ben Jacobson ,2006,"6' 2.75""","6' 4.25""",202,"6' 5.75""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Erick Green ,2013,"6' 1.5""","6' 3""",178,"6' 5.75""","8' 2""",4.4,8.5,9,NA,NA,NA,NA,5,NA,NA,NA,46
Detrick Mostella ,2012,"6' 1.25""",NA,158,"6' 5.75""","8' 2""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Abdoulaye Mbaye ,2009,"6' 0.75""","6' 1.75""",211,"6' 5.75""","8' 3""",NA,0,0,28,"10' 7""",30,"10' 9""",NA,NA,3.57,NA,No
Marquez Haynes ,2010,"6' 0.5""",NA,186,"6' 5.75""","8' 0.75""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Mike Green ,2008,"6' 0.5""","6' 1.75""",180,"6' 5.75""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Larry Drew ,2013,"6' 0.5""","6' 2""",182,"6' 5.75""","8' 1""",6.6,7.5,8.5,32.5,"10' 9.5""",38,"11' 3""",10,10.62,3.18,NA,No
Jarrius Jackson ,2007,"6' 0.25""","6' 1.5""",191,"6' 5.75""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
John Crosby ,2012,"6' 0.25""",NA,176,"6' 5.75""","8' 1""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Mike Conley Jr ,2007,"5' 11.75""","6' 0.75""",175,"6' 5.75""","7' 10.5""",4.2,0,0,35.5,"10' 10""",40.5,"11' 3""",13,11.63,3.09,4,4
Jamar Wilson ,2007,"5' 11.75""","6' 1""",176,"6' 5.75""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Oleksandr Kolchenko ,2010,"6' 0.83""","6' 2.41""",225,"6' 5.56""","8' 5.18""",NA,0,0,29.1,"10' 10.28""",31.5,"11' 0.68""",NA,NA,NA,NA,No
Daniel Diez ,2013,"6' 7""","6' 8.5""",216,"6' 5.5""","8' 6""",NA,0,0,24.5,"10' 6.5""",29,"10' 11""",NA,11.46,3.27,NA,No
Sasha Vujacic ,2003,"6' 5.5""","6' 6.75""",193,"6' 5.5""","8' 5""",14.1,0,0,NA,NA,NA,NA,,NA,NA,84,27
Mark Payne ,2011,"6' 5.5""",NA,206,"6' 5.5""","8' 3.5""",NA,0,0,29.5,"10' 9""",NA,NA,NA,12.11,3.34,NA,No
Will Sheehey ,2014,"6' 5.5""","6' 6.75""",194,"6' 5.5""","8' 5""",4.4,8.25,9,32.5,"11' 1.5""",37.5,"11' 6.5""",17,11.4,3.27,NA,No
Will Sheehey ,2015,"6' 5""","6' 6.25""",203,"6' 5.5""","8' 3.5""",NA,0,0,32.5,"11' 0""",38,"11' 5.5""",NA,11.57,3.36,NA,No
Bradford Burgess ,2012,"6' 4.75""",NA,212,"6' 5.5""",NA,NA,0,0,27.3,NA,NA,NA,NA,11.32,3.33,NA,No
Nando De Colo ,2009,"6' 4.25""","6' 5""",186,"6' 5.5""","8' 3""",NA,0,0,0,NA,0,NA,NA,NA,3.67,NA,53
Stefan Markovic ,2009,"6' 4.25""","6' 5.5""",199,"6' 5.5""","8' 3""",NA,0,0,27,"10' 6""",31,"10' 10""",NA,NA,3.53,NA,No
Bernard King ,2003,"6' 3.75""","6' 4.75""",200,"6' 5.5""","8' 3.5""",12.9,0,0,28,"10' 7.5""",33.5,"11' 1""",11,11.37,3.18,30,No
Bozhidar Avramov ,2009,"6' 3.75""","6' 5""",201,"6' 5.5""","8' 4""",NA,0,0,22,"10' 2""",27,"10' 7""",NA,NA,3.81,NA,No
Rodney McGruder ,2013,"6' 3.5""",NA,201,"6' 5.5""","8' 5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Kendall Marshall ,2012,"6' 3.25""","6' 4.25""",198,"6' 5.5""","8' 0""",7.8,8.5,9,31,"10' 7""",37,"11' 1""",NA,12.03,3.23,NA,13
Javaris Crittenton ,2007,"6' 3""","6' 4.75""",194,"6' 5.5""","8' 2""",4.5,0,0,32.5,"10' 10.5""",38,"11' 4""",11,11.6,3.32,30,19
Mustafa Shakur ,2007,"6' 3""","6' 4.5""",185,"6' 5.5""","8' 3""",4.6,0,0,28.5,"10' 7.5""",35,"11' 2""",11,11.82,3.27,39,No
Josep Franch ,2012,"6' 2.75""","6' 3.5""",186,"6' 5.5""","8' 3.5""",NA,0,0,24,"10' 3.5""",30,"10' 9.5""",NA,11.67,3.4,NA,No
Tyler Harvey ,2015,"6' 2.75""","6' 4""",181,"6' 5.5""","8' 2.5""",9.2,7.75,8.75,26,"10' 4.5""",28.5,"10' 7""",NA,10.52,3.44,NA,No
Cory Joseph ,2011,"6' 2.5""","6' 3.5""",184,"6' 5.5""",NA,8.9,10.25,0,27,NA,34.5,NA,NA,8.57,3.97,NA,29
Kendall Williams ,2014,"6' 2.25""","6' 3.75""",183,"6' 5.5""","8' 3""",7.2,8,7.75,27,"10' 6""",33,"11' 0""",NA,10.83,NA,NA,No
Cory Joseph ,2011,"6' 2""","6' 3.25""",186,"6' 5.5""","8' 3""",9.7,8.5,10.5,27.5,"10' 6.5""",35,"11' 2""",5,10.75,3.27,NA,29
Jorge Gutierrez ,2012,"6' 2""","6' 3""",193,"6' 5.5""","8' 1.5""",6.9,9.13,0,28.5,"10' 6""",32,"10' 9.5""",8,11.69,3.21,NA,No
Ramel Bradley ,2008,"6' 2""","6' 3""",185,"6' 5.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
